11193,48212,1999-01-28,2000-01-28
11207,49728,1999-01-31,2000-01-31
11219,60394,1999-01-06,2000-01-06
11240,89216,1999-01-04,2000-01-04
11241,55964,1999-01-27,2000-01-27
11255,44619,1999-01-07,2000-01-07
11281,64620,1999-01-31,1999-02-23
11305,61724,1999-01-14,2000-01-14
11309,40000,1999-01-26,2000-01-26
11312,60647,1999-01-22,2000-01-22
11318,96705,1999-01-22,2000-01-22
11325,62458,1999-01-10,2000-01-10
11360,79259,1999-01-10,2000-01-10
11368,53406,1999-01-04,2000-01-04
11412,83822,1999-02-01,2000-02-01
11413,48921,1999-01-22,2000-01-22
11420,54897,1999-01-29,2000-01-29
11436,67921,1999-01-14,1999-11-22
11476,64257,1999-01-14,2000-01-14
11498,53348,1999-01-18,2000-01-18
11527,60212,1999-01-28,2000-01-28
11547,105827,1999-01-16,2000-01-16
11565,63735,1999-01-31,2000-01-31
11566,54914,1999-01-08,2000-01-08
11567,104696,1999-01-31,2000-01-31
11591,61016,1999-01-04,2000-01-04
11637,47301,1999-01-28,2000-01-28
11654,51329,1999-01-15,2000-01-15
11656,61926,1999-01-25,2000-01-25
11683,45282,1999-01-20,2000-01-20
11699,49743,1999-01-19,2000-01-19
11718,61980,1999-01-01,2000-01-01
11719,81803,1999-01-19,2000-01-19
11733,59687,1999-01-10,2000-01-10
11782,56526,1999-01-30,2000-01-30
11787,60572,1999-01-08,2000-01-08
11796,89721,1999-01-21,2000-01-21
11810,56944,1999-01-03,2000-01-03
11835,52337,1999-01-13,2000-01-13
11844,106576,1999-01-24,2000-01-24
11847,65085,1999-01-12,1999-05-23
11862,68457,1999-01-19,2000-01-19
11880,100471,1999-01-30,2000-01-30
11885,46534,1999-01-12,2000-01-12
11899,44293,1999-01-18,2000-01-18
11924,67709,1999-01-09,2000-01-09
11931,83090,1999-01-11,2000-01-11
11943,77713,1999-01-24,2000-01-24
11945,63928,1999-01-20,2000-01-20
11966,82011,1999-01-17,2000-01-17
11989,55561,1999-01-05,2000-01-05
11995,56811,1999-01-19,2000-01-19
11996,65616,1999-01-20,2000-01-20
12004,60374,1999-01-11,2000-01-11
12012,84479,1999-01-13,2000-01-13
12022,66694,1999-01-18,2000-01-18
12038,68958,1999-01-06,2000-01-06
12041,85985,1999-01-21,2000-01-21
12062,49545,1999-01-03,2000-01-03
12077,54818,1999-01-29,2000-01-29
12082,95734,1999-01-26,2000-01-26
12084,42011,1999-01-01,2000-01-01
12093,47902,1999-01-18,2000-01-18
12098,75705,1999-01-19,2000-01-19
12107,56740,1999-01-27,2000-01-27
12109,50606,1999-01-19,2000-01-19
12116,47443,1999-01-10,2000-01-10
12117,40000,1999-02-01,2000-02-01
12127,84594,1999-01-20,2000-01-20
12143,62138,1999-01-05,2000-01-05
12171,82165,1999-01-12,2000-01-12
12174,45621,1999-01-08,2000-01-08
12184,99405,1999-01-08,2000-01-08
12186,79209,1999-01-23,2000-01-23
12224,63987,1999-01-26,2000-01-26
12225,61090,1999-01-27,2000-01-27
12227,42139,1999-01-04,1999-08-10
12244,73417,1999-01-25,2000-01-25
12246,62183,1999-01-24,2000-01-24
12264,52894,1999-01-09,2000-01-09
12292,78209,1999-01-03,2000-01-03
12296,73093,1999-01-07,2000-01-07
12299,40000,1999-01-24,2000-01-23
12302,55661,1999-01-25,2000-01-25
12304,70350,1999-01-06,2000-01-06
12325,87085,1999-01-17,2000-01-17
12338,53155,1999-01-10,2000-01-10
12360,47819,1999-02-01,2000-02-01
12370,49234,1999-01-28,2000-01-28
12409,45990,1999-01-20,2000-01-20
12445,87220,1999-01-29,2000-01-29
12450,53020,1999-01-31,2000-01-31
12457,77753,1999-01-25,2000-01-25
12511,63202,1999-01-31,2000-01-31
12515,64157,1999-01-26,2000-01-26
12517,69552,1999-01-06,2000-01-06
12522,47733,1999-01-28,2000-01-28
12523,112497,1999-01-20,2000-01-20
12525,68879,1999-01-23,2000-01-23
12556,55819,1999-01-12,2000-01-12
12566,58105,1999-01-27,2000-01-27
12574,66284,1999-01-08,2000-01-08
12576,66325,1999-01-12,2000-01-12
12610,45444,1999-01-31,2000-01-31
12613,55005,1999-01-28,2000-01-28
12624,92726,1999-01-22,2000-01-22
12628,51510,1999-01-29,1999-11-12
12651,101540,1999-01-24,2000-01-24
12674,72992,1999-01-08,1999-04-01
12710,81018,1999-01-18,2000-01-18
12716,66216,1999-01-24,1999-07-08
12764,79467,1999-01-21,2000-01-21
12830,71181,1999-01-16,2000-01-16
12834,66435,1999-01-13,2000-01-13
12839,51945,1999-01-18,2000-01-18
12849,57547,1999-01-31,2000-01-31
12866,59899,1999-01-25,2000-01-25
12868,65993,1999-01-05,2000-01-05
12869,61803,1999-01-02,2000-01-02
12899,54891,1999-01-11,2000-01-11
12912,61688,1999-01-01,2000-01-01
12924,66950,1999-01-14,2000-01-14
12925,87749,1999-01-21,2000-01-21
12952,87740,1999-01-06,2000-01-06
12958,86168,1999-01-17,2000-01-17
12966,67032,1999-01-03,2000-01-03
12973,88587,1999-02-01,2000-02-01
12982,54880,1999-01-09,2000-01-09
12995,65802,1999-01-05,2000-01-05
12998,55187,1999-01-21,2000-01-21
13009,43073,1999-01-23,2000-01-23
13014,64839,1999-01-18,2000-01-18
13027,79370,1999-01-21,2000-01-21
13059,67503,1999-01-17,2000-01-17
13062,73171,1999-01-07,2000-01-07
13063,68312,1999-01-01,2000-01-01
13064,63776,1999-01-21,2000-01-21
13065,77073,1999-01-25,2000-01-25
13069,54612,1999-01-16,2000-01-16
13076,57461,1999-01-27,2000-01-27
13085,68457,1999-01-12,2000-01-12
13097,78390,1999-01-21,2000-01-21
13100,69296,1999-01-20,2000-01-20
13105,80901,1999-01-16,2000-01-16
13121,62472,1999-01-22,2000-01-22
13132,57896,1999-01-17,2000-01-17
13170,58259,1999-01-08,2000-01-08
13175,87871,1999-01-18,2000-01-18
13184,52472,1999-01-06,2000-01-06
13192,56590,1999-01-31,2000-01-31
13203,49545,1999-01-10,2000-01-10
13207,65068,1999-01-25,2000-01-25
13218,40000,1999-01-30,2000-01-30
13225,63232,1999-01-09,2000-01-09
13270,40000,1999-01-16,2000-01-16
13297,60925,1999-01-18,2000-01-18
13304,62266,1999-01-21,2000-01-21
13308,110608,1999-01-16,2000-01-16
13319,58924,1999-01-13,2000-01-13
13322,76549,1999-01-09,2000-01-09
13323,66832,1999-01-12,2000-01-12
13327,60253,1999-01-28,2000-01-28
13331,75209,1999-01-15,2000-01-15
13357,40000,1999-01-24,2000-01-24
13380,56691,1999-01-06,2000-01-06
13381,66122,1999-01-26,2000-01-26
13390,40000,1999-01-10,2000-01-10
13410,69691,1999-01-17,2000-01-17
13413,86425,1999-01-07,2000-01-07
13422,88255,1999-01-14,2000-01-14
13427,55818,1999-01-25,2000-01-25
13453,57874,1999-01-08,2000-01-08
13457,69502,1999-01-15,2000-01-15
13463,59503,1999-01-23,2000-01-23
13477,70744,1999-01-11,2000-01-11
13483,88226,1999-01-07,2000-01-07
13496,110171,1999-01-29,2000-01-29
13513,87042,1999-01-22,1999-04-19
13515,97841,1999-02-01,2000-02-01
13531,82460,1999-01-01,2000-01-01
13557,42209,1999-01-24,2000-01-24
13569,58317,1999-01-22,2000-01-22
13593,70296,1999-01-24,2000-01-24
13607,87200,1999-01-14,2000-01-14
13614,61668,1999-01-28,2000-01-28
13618,78687,1999-01-06,2000-01-06
13634,57175,1999-01-01,2000-01-01
13652,59039,1999-01-27,2000-01-27
13653,71857,1999-01-15,2000-01-15
13655,56487,1999-01-21,2000-01-21
13665,78382,1999-01-03,2000-01-03
13666,83813,1999-01-27,2000-01-27
13674,68891,1999-01-04,2000-01-04
13678,58569,1999-01-30,2000-01-30
13696,83957,1999-01-21,2000-01-21
13746,42409,1999-01-03,2000-01-03
13751,88401,1999-01-13,2000-01-13
13756,62432,1999-01-22,2000-01-22
13804,59096,1999-01-30,2000-01-30
13809,70055,1999-01-09,2000-01-09
13837,69700,1999-01-01,2000-01-01
13841,68209,1999-01-30,2000-01-30
13845,103111,1999-01-12,2000-01-12
13864,89486,1999-01-28,2000-01-28
13875,59746,1999-01-19,2000-01-19
13886,71635,1999-02-01,2000-02-01
13895,53661,1999-01-31,2000-01-31
13921,70620,1999-01-03,2000-01-03
13923,67947,1999-01-04,1999-02-05
13981,56848,1999-01-15,2000-01-15
14021,62521,1999-01-04,2000-01-04
14027,66575,1999-01-13,2000-01-13
14031,66129,1999-01-18,2000-01-18
14042,55372,1999-01-01,2000-01-01
14065,77230,1999-01-14,2000-01-14
14076,55519,1999-01-30,2000-01-30
14123,49550,1999-01-26,2000-01-26
14143,70340,1999-01-11,2000-01-11
14150,50535,1999-01-27,2000-01-27
14152,67143,1999-01-28,2000-01-28
14155,42860,1999-01-13,2000-01-13
14176,53796,1999-01-10,2000-01-10
14191,58166,1999-01-13,2000-01-13
14197,82304,1999-01-18,2000-01-18
14226,79213,1999-02-01,2000-02-01
14230,70748,1999-01-22,2000-01-22
14258,75388,1999-02-01,2000-02-01
14274,91046,1999-01-27,2000-01-27
14291,57676,1999-01-08,2000-01-08
14297,74742,1999-01-06,2000-01-06
14298,43748,1999-01-06,2000-01-06
14307,66189,1999-01-15,2000-01-15
14388,72887,1999-01-05,2000-01-05
14414,76197,1999-01-05,2000-01-05
14446,83659,1999-01-06,2000-01-06
14460,81182,1999-01-20,2000-01-20
14471,82136,1999-01-20,2000-01-20
14483,61722,1999-01-27,2000-01-27
14485,47301,1999-01-12,2000-01-12
14492,40000,1999-01-19,2000-01-19
14522,58725,1999-01-12,2000-01-12
14524,112335,1999-01-05,2000-01-05
14534,66884,1999-01-14,2000-01-14
14559,86305,1999-01-05,2000-01-05
14584,43480,1999-01-18,2000-01-18
14591,71809,1999-01-24,2000-01-24
14603,81491,1999-01-16,2000-01-16
14604,64711,1999-01-06,2000-01-06
14617,57284,1999-01-21,2000-01-21
14621,91971,1999-01-17,2000-01-17
14634,51981,1999-01-29,2000-01-29
14636,40401,1999-01-20,2000-01-20
14637,74650,1999-01-24,2000-01-24
14663,57950,1999-01-08,2000-01-08
14711,40760,1999-01-01,2000-01-01
14739,48671,1999-01-28,2000-01-28
14745,62881,1999-01-13,2000-01-13
14759,67406,1999-01-04,2000-01-04
14787,65479,1999-01-28,2000-01-28
14793,47411,1999-01-18,2000-01-18
14810,68338,1999-01-22,2000-01-22
14811,83288,1999-01-09,2000-01-09
14838,60528,1999-01-20,2000-01-20
14872,56556,1999-01-09,2000-01-09
14880,39761,1999-01-30,2000-01-30
14913,86061,1999-01-12,2000-01-12
14950,51017,1999-01-15,2000-01-15
14965,62706,1999-01-08,2000-01-08
14970,40000,1999-01-20,2000-01-20
14976,58390,1999-01-13,2000-01-13
15001,68117,1999-01-30,2000-01-30
15034,68676,1999-01-05,2000-01-05
15049,53953,1999-01-15,2000-01-15
15051,44390,1999-01-19,2000-01-19
15052,54237,1999-01-26,2000-01-26
15063,44976,1999-01-24,2000-01-24
15126,60793,1999-01-10,2000-01-10
15127,105151,1999-01-14,1999-02-21
15129,49616,1999-01-27,2000-01-27
15135,57916,1999-01-24,1999-08-18
15142,50012,1999-01-29,2000-01-29
15173,52663,1999-01-02,2000-01-02
15183,62863,1999-01-30,2000-01-30
15188,76906,1999-01-03,2000-01-03
15191,68836,1999-01-06,2000-01-06
15204,43123,1999-01-05,2000-01-05
15228,48502,1999-01-14,2000-01-14
15245,52346,1999-01-31,2000-01-31
15263,89279,1999-01-07,2000-01-07
15267,61374,1999-01-27,2000-01-27
15268,83288,1999-01-19,2000-01-19
15277,82571,1999-01-29,1999-09-28
15282,57517,1999-01-24,2000-01-24
15315,55614,1999-01-13,2000-01-13
15322,68921,1999-02-01,2000-02-01
15325,82544,1999-01-01,2000-01-01
15340,46644,1999-01-27,2000-01-27
15374,43656,1999-01-05,2000-01-05
15386,77209,1999-02-01,1999-06-18
15390,40000,1999-01-16,2000-01-16
15422,74457,1999-01-07,2000-01-07
15435,49156,1999-01-07,2000-01-07
15436,53575,1999-01-27,2000-01-27
15449,93771,1999-01-13,2000-01-13
15460,79471,1999-01-22,2000-01-22
15473,44197,1999-01-08,2000-01-08
15479,59573,1999-01-22,2000-01-22
15520,68389,1999-01-25,2000-01-25
15547,57624,1999-01-31,2000-01-31
15549,74210,1999-01-24,2000-01-24
15551,51989,1999-01-15,2000-01-15
15557,59017,1999-01-23,2000-01-23
15560,85273,1999-01-28,2000-01-28
15561,63463,1999-01-08,2000-01-08
15579,40000,1999-01-19,2000-01-19
15649,84045,1999-01-01,2000-01-01
15665,52927,1999-01-26,2000-01-26
15691,49417,1999-01-12,2000-01-12
15694,49958,1999-01-26,2000-01-15
15708,104203,1999-01-20,2000-01-20
15744,55952,1999-01-17,2000-01-17
15771,51516,1999-01-26,2000-01-26
15779,83691,1999-01-16,2000-01-16
15800,62124,1999-01-04,2000-01-04
15826,45238,1999-01-29,2000-01-29
15829,59719,1999-01-21,2000-01-21
15849,49073,1999-01-21,2000-01-21
15859,59049,1999-01-19,2000-01-19
15865,50606,1999-01-28,2000-01-28
15869,46929,1999-01-20,2000-01-20
15889,91834,1999-01-31,2000-01-31
15897,57592,1999-01-06,2000-01-06
15911,67981,1999-01-11,2000-01-11
15921,71665,1999-01-19,2000-01-19
15928,65364,1999-01-02,2000-01-02
15944,50326,1999-01-27,2000-01-27
15948,65315,1999-01-11,2000-01-11
15959,45000,1999-01-26,2000-01-26
15992,71517,1999-01-17,2000-01-17
16001,48076,1999-01-26,2000-01-26
16009,50649,1999-01-24,2000-01-24
16020,86082,1999-01-02,2000-01-02
16039,59259,1999-01-29,2000-01-29
16047,43453,1999-01-09,2000-01-09
16052,55354,1999-01-25,2000-01-25
16056,50875,1999-01-10,2000-01-10
16062,109841,1999-01-22,2000-01-22
16063,62930,1999-01-21,2000-01-21
16064,59719,1999-01-18,2000-01-18
16091,74704,1999-01-07,2000-01-07
16103,56664,1999-01-17,2000-01-17
16145,55568,1999-01-16,2000-01-16
16150,77018,1999-01-06,2000-01-06
16152,77822,1999-01-07,2000-01-07
16159,70619,1999-01-11,2000-01-11
16163,45202,1999-01-15,2000-01-15
16174,40000,1999-02-01,2000-02-01
16194,55702,1999-01-12,2000-01-12
16204,86414,1999-01-18,2000-01-18
16210,77007,1999-01-16,2000-01-16
16231,80273,1999-01-06,2000-01-06
16257,77479,1999-01-08,2000-01-08
16258,94622,1999-01-06,2000-01-06
16264,76247,1999-01-21,2000-01-21
16293,54472,1999-01-30,1999-07-04
16295,57764,1999-01-23,1999-09-24
16304,91963,1999-01-04,2000-01-04
16305,64891,1999-02-01,2000-02-01
16320,54963,1999-01-06,2000-01-06
16321,74156,1999-01-11,2000-01-11
16325,56845,1999-01-29,2000-01-29
16334,68041,1999-01-18,2000-01-18
16386,41279,1999-01-18,2000-01-18
16387,75258,1999-01-21,1999-08-01
16388,50075,1999-01-29,2000-01-29
16394,77988,1999-01-31,2000-01-31
16410,44893,1999-01-24,2000-01-24
16420,92772,1999-01-29,2000-01-29
16441,74430,1999-01-03,2000-01-03
16459,50434,1999-01-01,2000-01-01
16464,46839,1999-01-20,2000-01-20
16465,69286,1999-01-01,2000-01-01
16480,103337,1999-01-18,2000-01-18
16507,63020,1999-01-05,2000-01-05
16509,54275,1999-01-16,2000-01-16
16515,45788,1999-01-11,2000-01-11
16535,52593,1999-01-11,2000-01-11
16540,103418,1999-01-30,2000-01-30
16552,63091,1999-02-01,2000-02-01
16559,52020,1999-01-03,2000-01-03
16564,61925,1999-01-21,2000-01-21
16634,52588,1999-01-16,2000-01-16
16653,71432,1999-01-22,2000-01-22
16658,78022,1999-01-15,2000-01-15
16677,90234,1999-02-01,2000-02-01
16693,79564,1999-01-10,2000-01-10
16696,45072,1999-01-01,2000-01-01
16698,47336,1999-01-05,2000-01-05
16710,111169,1999-01-30,2000-01-30
16716,75950,1999-01-31,2000-01-31
16759,68866,1999-01-07,2000-01-07
16782,97335,1999-01-01,2000-01-01
16793,59585,1999-01-03,2000-01-03
16798,54893,1999-01-19,2000-01-19
16831,78927,1999-01-16,2000-01-16
16865,62862,1999-01-05,2000-01-05
16886,87816,1999-01-26,2000-01-26
16905,52468,1999-01-25,2000-01-25
16911,40000,1999-01-16,2000-01-16
16914,54227,1999-01-16,2000-01-16
16921,91957,1999-01-18,2000-01-18
16968,73040,1999-01-21,2000-01-21
16979,45788,1999-01-03,2000-01-03
16984,60335,1999-01-25,2000-01-25
17001,43465,1999-01-17,2000-01-17
17037,114799,1999-01-31,2000-01-31
17041,65164,1999-01-16,2000-01-16
17054,57139,1999-01-03,2000-01-03
17062,82978,1999-01-14,2000-01-14
17076,89398,1999-01-01,2000-01-01
17101,60639,1999-01-15,2000-01-15
17102,92837,1999-01-16,2000-01-16
17108,64990,1999-01-01,2000-01-01
17121,75090,1999-01-15,2000-01-15
17131,95733,1999-01-20,2000-01-20
17175,52169,1999-01-20,2000-01-20
17190,70918,1999-01-19,2000-01-19
17192,73362,1999-01-03,2000-01-03
17199,56918,1999-01-25,2000-01-25
17203,63314,1999-01-04,2000-01-04
17211,42536,1999-01-28,2000-01-28
17216,40000,1999-01-24,2000-01-24
17220,62493,1999-01-02,2000-01-02
17236,103108,1999-01-30,2000-01-30
17245,85359,1999-01-11,2000-01-11
17279,76134,1999-01-06,2000-01-06
17280,84969,1999-01-02,2000-01-02
17284,46142,1999-01-29,2000-01-29
17291,85606,1999-01-05,2000-01-05
17311,68582,1999-01-17,2000-01-17
17316,61471,1999-01-21,2000-01-21
17357,52196,1999-01-09,2000-01-09
17367,114645,1999-01-21,2000-01-21
17369,49272,1999-01-27,2000-01-27
17376,56567,1999-01-09,2000-01-09
17378,73249,1999-01-29,1999-05-23
17379,45487,1999-01-19,2000-01-19
17389,70354,1999-01-30,2000-01-30
17415,72772,1999-01-13,2000-01-13
17417,51097,1999-01-22,2000-01-22
17434,85008,1999-02-01,2000-02-01
17448,77783,1999-02-01,2000-02-01
17457,77262,1999-01-01,2000-01-01
17458,59639,1999-01-16,2000-01-16
17480,51204,1999-01-09,2000-01-09
17494,76266,1999-01-06,2000-01-06
17498,83468,1999-01-23,2000-01-23
17512,39912,1999-01-05,2000-01-05
17517,68780,1999-01-11,2000-01-11
17524,67846,1999-01-21,2000-01-21
17545,71511,1999-01-27,2000-01-27
17547,56203,1999-01-09,2000-01-09
17550,50271,1999-01-20,2000-01-20
17553,78172,1999-01-25,2000-01-25
17560,61576,1999-01-23,2000-01-23
17568,57887,1999-01-04,2000-01-04
17577,66378,1999-01-06,2000-01-06
17619,40000,1999-01-04,2000-01-04
17636,66053,1999-01-28,2000-01-28
17642,55884,1999-01-04,2000-01-04
17646,73319,1999-01-21,2000-01-21
17650,63224,1999-01-14,2000-01-14
17672,91786,1999-01-19,2000-01-19
17678,65603,1999-01-28,2000-01-28
17692,93227,1999-01-28,2000-01-28
17693,57760,1999-01-03,2000-01-03
17697,64570,1999-01-21,2000-01-21
17717,55283,1999-01-13,2000-01-13
17718,57842,1999-01-19,2000-01-19
17726,52825,1999-01-02,2000-01-02
17744,50265,1999-01-15,2000-01-15
17753,79498,1999-01-01,2000-01-01
17764,47630,1999-01-05,2000-01-05
17771,92657,1999-02-01,2000-02-01
17791,68791,1999-01-27,2000-01-27
17828,50609,1999-01-22,2000-01-22
17882,54870,1999-01-04,2000-01-04
17883,72900,1999-01-29,2000-01-29
17907,77861,1999-01-04,2000-01-04
17910,81202,1999-01-22,2000-01-22
17929,80711,1999-01-09,2000-01-09
17935,58990,1999-01-04,2000-01-04
17938,92062,1999-01-10,2000-01-10
17942,65821,1999-01-04,2000-01-04
17943,76940,1999-01-26,2000-01-26
17949,45936,1999-01-06,2000-01-06
17952,62808,1999-01-11,2000-01-11
17957,59208,1999-01-01,2000-01-01
17960,63334,1999-01-10,2000-01-10
17965,60517,1999-01-17,2000-01-17
17970,61890,1999-01-07,2000-01-07
17976,51579,1999-01-31,2000-01-31
17984,49758,1999-01-23,2000-01-23
17995,62861,1999-01-02,2000-01-02
18002,63703,1999-01-27,2000-01-27
18031,100635,1999-01-22,2000-01-22
18032,60512,1999-01-24,2000-01-24
18047,44666,1999-01-24,2000-01-24
18056,59762,1999-01-05,2000-01-05
18067,51525,1999-01-20,2000-01-20
18070,64599,1999-01-31,2000-01-31
18071,66799,1999-01-19,2000-01-19
18073,44700,1999-01-18,2000-01-18
18096,59340,1999-01-18,2000-01-18
18101,100987,1999-01-13,2000-01-13
18103,59086,1999-01-17,2000-01-17
18118,69854,1999-01-23,2000-01-23
18150,69042,1999-01-21,2000-01-21
18164,118161,1999-01-17,2000-01-17
18192,71042,1999-01-28,2000-01-28
18218,82153,1999-01-20,2000-01-20
18247,63286,1999-01-27,2000-01-27
18260,87150,1999-01-21,2000-01-21
18268,70381,1999-01-04,2000-01-04
18279,48380,1999-01-26,2000-01-26
18288,52606,1999-01-21,2000-01-21
18318,67268,1999-01-24,2000-01-24
18332,46177,1999-01-16,2000-01-16
18335,43699,1999-01-17,2000-01-17
18336,76654,1999-01-03,2000-01-03
18337,49479,1999-01-18,2000-01-18
18349,57201,1999-01-06,2000-01-06
18351,44220,1999-01-14,2000-01-14
18352,65629,1999-01-16,2000-01-16
18363,67108,1999-01-31,2000-01-31
18374,75434,1999-01-06,2000-01-06
18382,62023,1999-01-30,2000-01-30
18440,44763,1999-01-03,2000-01-03
18442,63506,1999-01-06,2000-01-06
18455,73008,1999-01-16,2000-01-16
18465,74783,1999-01-03,2000-01-03
18470,60958,1999-01-04,2000-01-04
18526,54993,1999-01-30,2000-01-30
18529,62749,1999-01-29,1999-02-18
18563,61202,1999-01-20,2000-01-20
18576,58690,1999-01-09,2000-01-09
18590,93498,1999-01-21,2000-01-21
18622,75109,1999-01-31,2000-01-31
18637,70929,1999-01-19,2000-01-19
18640,47057,1999-01-29,2000-01-29
18641,95677,1999-01-09,2000-01-09
18646,42016,1999-01-26,2000-01-26
18690,45748,1999-01-10,2000-01-10
18722,57313,1999-01-26,2000-01-26
18739,93186,1999-01-14,2000-01-14
18744,66975,1999-01-04,2000-01-04
18755,49613,1999-01-09,2000-01-09
18776,104115,1999-01-01,2000-01-01
18778,75543,1999-01-28,2000-01-28
18793,66036,1999-01-20,2000-01-20
18825,71550,1999-01-14,2000-01-14
18844,40000,1999-01-26,2000-01-26
18875,42318,1999-01-26,2000-01-26
18903,51427,1999-01-13,2000-01-13
18905,43952,1999-01-06,2000-01-06
18920,64475,1999-01-11,2000-01-11
18926,41570,1999-01-28,2000-01-28
18939,64182,1999-01-19,2000-01-19
18945,63167,1999-01-22,2000-01-22
18955,82876,1999-01-20,2000-01-20
18956,73876,1999-01-16,2000-01-16
18958,95689,1999-01-27,2000-01-27
18980,90446,1999-01-05,2000-01-05
18988,91687,1999-01-29,2000-01-29
19003,78518,1999-01-05,2000-01-05
19014,68253,1999-01-17,2000-01-17
19022,43343,1999-01-21,2000-01-21
19023,51930,1999-01-10,2000-01-10
19046,52565,1999-01-31,2000-01-31
19050,40000,1999-02-01,2000-02-01
19078,51560,1999-01-27,2000-01-27
19087,62530,1999-01-03,1999-12-16
19100,89281,1999-01-20,2000-01-20
19105,55462,1999-01-14,2000-01-14
19110,47335,1999-01-19,2000-01-19
19111,51890,1999-01-10,2000-01-10
19136,60373,1999-01-24,2000-01-24
19162,48739,1999-01-23,2000-01-23
19216,59078,1999-01-02,2000-01-02
19221,62982,1999-01-09,2000-01-09
19222,46987,1999-01-24,2000-01-24
19223,88908,1999-01-26,2000-01-26
19224,83457,1999-01-10,2000-01-10
19229,67786,1999-01-19,2000-01-19
19232,50989,1999-01-20,2000-01-20
